Variável,Valor
"P[5,4]",0.0
"P[5,5]",0.0
"P[5,6]",0.0
"P[5,7]",0.0
"P[5,8]",0.0
"P[5,9]",0.0
"P[6,0]",0.0
"P[6,1]",0.0
"P[6,2]",0.0
"P[6,3]",0.0
"P[6,4]",0.0
"P[6,5]",0.0
"P[6,6]",0.0
"P[6,7]",0.0
"P[6,8]",0.0
"P[6,9]",0.0
"P[7,0]",0.0
"P[7,1]",0.0
"P[7,2]",0.0
"P[7,3]",0.0
"P[7,4]",0.0
"P[7,5]",0.0
"P[7,6]",0.0
"P[7,7]",0.0
"P[7,8]",0.0
"P[7,9]",0.0
"P[8,0]",0.0
"P[8,1]",0.0
"P[8,2]",0.0
"P[8,3]",0.0
"P[8,4]",0.0
"P[8,5]",0.0
"P[8,6]",0.0
"P[8,7]",0.0
"P[8,8]",0.0
"P[8,9]",0.0
"P[9,0]",0.0
"P[9,1]",0.0
"P[9,2]",0.0
"P[9,3]",0.0
"P[9,4]",0.0
"P[9,5]",0.0
"P[9,6]",0.0
"P[9,7]",0.0
"P[9,8]",0.0
"P[9,9]",0.0
"D[0,0]",0.0
"D[0,1]",0.0
"D[0,2]",0.0
"D[0,3]",0.0
"D[0,4]",0.0
"D[0,5]",0.0
"D[0,6]",0.0
"D[0,7]",0.0
"D[0,8]",0.0
"D[0,9]",0.0
"D[1,0]",0.0
"D[1,1]",0.0
"D[1,2]",0.0
"D[1,3]",0.0
"D[1,4]",0.0
"D[1,5]",0.0
"D[1,6]",0.0
"D[1,7]",0.0
"D[1,8]",0.0
"D[1,9]",0.0
"D[2,0]",0.0
"D[2,1]",0.0
"D[2,2]",0.0
"D[2,3]",0.0
"D[2,4]",0.0
"D[2,5]",0.0
"D[2,6]",0.0
"D[2,7]",0.0
"D[2,8]",0.0
"D[2,9]",0.0
"D[3,0]",0.0
"D[3,1]",0.0
"D[3,2]",0.0
"D[3,3]",0.0
"D[3,4]",0.0
"D[3,5]",0.0
"D[3,6]",0.0
"D[3,7]",0.0
"D[3,8]",0.0
"D[3,9]",0.0
"D[4,0]",0.0
"D[4,1]",0.0
"D[4,2]",0.0
"D[4,3]",0.0
"D[4,4]",0.0
"D[4,5]",0.0
"D[4,6]",0.0
"D[4,7]",0.0
"D[4,8]",0.0
"D[4,9]",0.0
"D[5,0]",0.0
"D[5,1]",0.0
"D[5,2]",0.0
"D[5,3]",0.0
"D[5,4]",0.0
"D[5,5]",0.0
"D[5,6]",0.0
"D[5,7]",0.0
"D[5,8]",0.0
"D[5,9]",0.0
"D[6,0]",0.0
"D[6,1]",0.0
"D[6,2]",0.0
"D[6,3]",0.0
"D[6,4]",0.0
"D[6,5]",0.0
"D[6,6]",0.0
"D[6,7]",0.0
"D[6,8]",0.0
"D[6,9]",0.0
"D[7,0]",0.0
"D[7,1]",0.0
"D[7,2]",0.0
"D[7,3]",0.0
"D[7,4]",0.0
"D[7,5]",0.0
"D[7,6]",0.0
"D[7,7]",0.0
"D[7,8]",0.0
"D[7,9]",0.0
"D[8,0]",0.0
"D[8,1]",0.0
"D[8,2]",0.0
"D[8,3]",0.0
"D[8,4]",0.0
"D[8,5]",0.0
"D[8,6]",0.0
"D[8,7]",0.0
"D[8,8]",0.0
"D[8,9]",0.0
"D[9,0]",0.0
"D[9,1]",0.0
"D[9,2]",0.0
"D[9,3]",0.0
"D[9,4]",0.0
"D[9,5]",0.0
"D[9,6]",0.0
"D[9,7]",0.0
"D[9,8]",0.0
"D[9,9]",0.0
U[0],-0.0
U[1],-0.0
U[2],-0.0
U[3],-0.0
U[4],-0.0
U[5],-0.0
U[6],1.0
U[7],1.0
U[8],-0.0
U[9],-0.0
Y[0],-0.0
Y[1],-0.0
Y[2],0.0
Y[3],-0.0
Y[4],-0.0
Y[5],-0.0
Y[6],-0.0
Y[7],1.0
Y[8],-0.0
Y[9],-0.0
W[0],-0.0
W[1],-0.0
W[2],1.0
W[3],-0.0
W[4],-0.0
W[5],-0.0
W[6],1.0
W[7],0.0
W[8],-0.0
W[9],-0.0
R[0],-0.0
R[1],-0.0
R[2],-0.0
R[3],-0.0
R[4],1.0
R[5],-0.0
R[6],-0.0
R[7],-0.0
R[8],1.0
R[9],-0.0
V[0],-0.0
V[1],-0.0
V[2],-0.0
V[3],1.0
V[4],-0.0
V[5],-0.0
V[6],-0.0
V[7],0.0
V[8],-0.0
V[9],0.0
